,area_type,availability,location,society,total_sqft,bath,balcony,price,bedrooms
5193,Plot  Area,Ready To Move,Laggere,,1200.0,2.0,0.0,75.0,2.0
5194,Built-up  Area,Ready To Move,Laggere,,620.0,2.0,0.0,48.0,1.0
5195,Plot  Area,Ready To Move,Laggere,,1800.0,8.0,1.0,110.0,8.0
5196,Plot  Area,Ready To Move,Laggere,,1590.0,9.0,3.0,132.0,7.0
5197,Super built-up  Area,Ready To Move,Lakshminarayana Pura,RothaVa,1185.0,2.0,2.0,75.0,2.0
5198,Super built-up  Area,Ready To Move,Lakshminarayana Pura,Puarent,1600.0,2.0,1.0,108.0,3.0
5199,Built-up  Area,Ready To Move,Lakshminarayana Pura,RothaVa,1180.0,2.0,2.0,75.0,2.0
5200,Super built-up  Area,Ready To Move,Lakshminarayana Pura,,1172.0,2.0,2.0,82.0,2.0
5201,Built-up  Area,Ready To Move,Lakshminarayana Pura,RothaVa,1179.0,2.0,1.0,75.0,2.0
5202,Super built-up  Area,Ready To Move,Lakshminarayana Pura,RothaVa,1149.0,2.0,1.0,75.0,2.0
5203,Super built-up  Area,Ready To Move,Lakshminarayana Pura,Puarent,1336.0,2.0,2.0,100.0,2.0
5204,Super built-up  Area,Ready To Move,Lakshminarayana Pura,RothaVa,1175.0,2.0,2.0,75.0,2.0
5205,Super built-up  Area,Ready To Move,Lakshminarayana Pura,RothaVa,1190.0,2.0,1.0,75.0,2.0
5206,Super built-up  Area,Ready To Move,Lakshminarayana Pura,,1200.0,2.0,1.0,75.0,2.0
5207,Super built-up  Area,Ready To Move,Lakshminarayana Pura,RothaVa,1200.0,2.0,2.0,75.0,2.0
5208,Built-up  Area,Ready To Move,Lakshminarayana Pura,RothaVa,1165.0,2.0,2.0,75.0,2.0
5209,Super built-up  Area,Ready To Move,Lakshminarayana Pura,RothaVa,1145.0,2.0,1.0,75.0,2.0
5210,Super built-up  Area,Ready To Move,Lakshminarayana Pura,RothaVa,1500.0,3.0,2.0,104.0,3.0
5211,Super built-up  Area,Ready To Move,Lakshminarayana Pura,,1210.0,2.0,2.0,75.0,2.0
5212,Built-up  Area,Ready To Move,Lakshminarayana Pura,RothaVa,1169.0,2.0,2.0,75.0,2.0
5213,Built-up  Area,Ready To Move,Lakshminarayana Pura,RothaVa,1200.0,2.0,1.0,75.0,2.0
5214,Built-up  Area,Ready To Move,Lakshminarayana Pura,RothaVa,1172.0,2.0,1.0,75.0,2.0
5215,Super built-up  Area,Ready To Move,Lakshminarayana Pura,,1172.0,2.0,2.0,75.0,2.0
5216,Super built-up  Area,Ready To Move,Lakshminarayana Pura,RothaVa,1180.0,2.0,1.0,75.0,2.0
5217,Super built-up  Area,Ready To Move,Lakshminarayana Pura,RothaVa,1200.0,2.0,3.0,83.0,2.0
5218,Super built-up  Area,Ready To Move,Lakshminarayana Pura,RothaVa,1200.0,2.0,2.0,80.0,2.0
5219,Built-up  Area,Ready To Move,Lakshminarayana Pura,RothaVa,1195.0,2.0,1.0,75.0,2.0
5220,Built-up  Area,Ready To Move,Lakshminarayana Pura,RothaVa,1200.0,2.0,1.0,80.0,2.0
5221,Super built-up  Area,Ready To Move,Lingadheeranahalli,Soiewre,1521.0,3.0,1.0,95.0,3.0
5222,Super built-up  Area,Ready To Move,Lingadheeranahalli,Soiewre,1511.0,3.0,1.0,95.0,3.0
5223,Super built-up  Area,Ready To Move,Lingadheeranahalli,Soiewre,1683.0,3.0,1.0,109.0,3.0
5224,Super built-up  Area,Ready To Move,Lingadheeranahalli,Soiewre,1519.0,3.0,1.0,93.0,3.0
5225,Super built-up  Area,Ready To Move,Lingadheeranahalli,Soiewre,1521.0,3.0,1.0,94.99,3.0
5226,Super built-up  Area,Ready To Move,Lingadheeranahalli,Soiewre,1682.0,3.0,1.0,120.0,3.0
5227,Super built-up  Area,Ready To Move,Lingadheeranahalli,Soiewre,1521.0,3.0,1.0,94.71,3.0
5228,Super built-up  Area,Ready To Move,Lingadheeranahalli,Soiewre,1893.0,3.0,1.0,130.0,3.0
5229,Super built-up  Area,Ready To Move,Lingadheeranahalli,Soiewre,1705.0,3.0,1.0,110.0,3.0
5230,Super built-up  Area,Ready To Move,Lingadheeranahalli,Soiewre,2245.0,4.0,2.0,154.0,4.0
5231,Super built-up  Area,Ready To Move,Lingadheeranahalli,Soiewre,1682.0,3.0,1.0,113.0,3.0
5232,Super built-up  Area,Ready To Move,Lingadheeranahalli,Soiewre,1682.0,3.0,1.0,114.0,3.0
5233,Super built-up  Area,Ready To Move,Lingadheeranahalli,Soiewre,1506.0,3.0,1.0,95.0,3.0
5234,Super built-up  Area,Ready To Move,Lingadheeranahalli,Soiewre,1683.0,3.0,1.0,110.0,3.0
5235,Super built-up  Area,Ready To Move,Lingadheeranahalli,Soiewre,1684.0,3.0,1.0,120.0,3.0
5236,Super built-up  Area,Ready To Move,Lingadheeranahalli,Soiewre,2236.0,4.0,2.0,153.0,4.0
5237,Super built-up  Area,Ready To Move,Lingadheeranahalli,Soiewre,1894.0,4.0,1.0,114.0,3.0
5238,Super built-up  Area,Ready To Move,Lingadheeranahalli,Soiewre,2240.0,4.0,2.0,160.0,4.0
5239,Built-up  Area,Ready To Move,Magadi Road,,3600.0,6.0,0.0,141.0,6.0
5240,Super built-up  Area,18-Aug,Magadi Road,Vrenty ,1116.0,2.0,1.0,50.0,2.0
5242,Super built-up  Area,Ready To Move,Magadi Road,Vrenty ,884.0,2.0,1.0,41.1,2.0
5243,Super built-up  Area,18-Aug,Magadi Road,Vrenty ,1005.0,2.0,1.0,55.78,2.0
5244,Plot  Area,Ready To Move,Magadi Road,,1500.0,2.0,2.0,93.0,4.0
5245,Plot  Area,Ready To Move,Magadi Road,Bhgarve,1350.0,1.0,0.0,100.0,2.0
5247,Built-up  Area,Ready To Move,Magadi Road,DSellil,1345.0,2.0,2.0,55.0,2.0
5248,Built-up  Area,Ready To Move,Magadi Road,Jaaveha,600.0,1.0,1.0,22.0,2.0
5250,Plot  Area,Ready To Move,Magadi Road,,5000.0,6.0,1.0,360.0,5.0
5251,Super built-up  Area,Ready To Move,Magadi Road,Vrenty ,1116.0,2.0,1.0,51.89,2.0
5252,Super built-up  Area,18-Aug,Magadi Road,Vrenty ,1052.0,2.0,1.0,60.0,3.0
5253,Super built-up  Area,Ready To Move,Magadi Road,Jaaveha,750.0,2.0,1.0,27.0,2.0
5254,Super built-up  Area,Ready To Move,Magadi Road,,940.0,2.0,2.0,50.0,2.0
5255,Super built-up  Area,18-May,Magadi Road,Vrenty ,1318.0,2.0,1.0,68.0,3.0
5256,Plot  Area,Ready To Move,Magadi Road,,800.0,4.0,2.0,60.0,4.0
5257,Super built-up  Area,18-Aug,Magadi Road,Vrenty ,884.0,2.0,1.0,48.0,2.0
5259,Super built-up  Area,Ready To Move,Mahadevpura,,1150.0,2.0,3.0,52.0,2.0
5260,Super built-up  Area,Ready To Move,Mahadevpura,,1250.0,2.0,3.0,52.0,2.0
5261,Super built-up  Area,Ready To Move,Mahadevpura,,1260.0,2.0,3.0,57.6,2.0
5262,Super built-up  Area,Ready To Move,Mahadevpura,,730.0,1.0,1.0,35.0,1.0
5263,Super built-up  Area,Ready To Move,Mahadevpura,Neisei ,1434.0,2.0,1.0,67.39,3.0
5264,Super built-up  Area,Ready To Move,Mahadevpura,Neisei ,1146.0,2.0,1.0,53.8,2.0
5265,Super built-up  Area,Ready To Move,Mahadevpura,3Codeli,1532.0,2.0,2.0,62.0,2.0
5266,Super built-up  Area,Ready To Move,Mahadevpura,Neisei ,1620.0,2.0,1.0,76.0,3.0
5267,Super built-up  Area,Ready To Move,Mahadevpura,,1136.0,2.0,3.0,64.5,2.0
5268,Super built-up  Area,Ready To Move,Mahadevpura,Neisei ,1400.0,2.0,2.0,65.8,3.0
5269,Super built-up  Area,Ready To Move,Mahadevpura,Neisei ,1137.0,2.0,1.0,53.4,2.0
5270,Super built-up  Area,Ready To Move,Mahadevpura,Neony H,1601.0,3.0,2.0,95.0,3.0
5271,Super built-up  Area,Ready To Move,Mahadevpura,,1450.0,3.0,2.0,75.0,3.0
5272,Super built-up  Area,Ready To Move,Mahadevpura,Neisei ,1152.0,2.0,1.0,54.0,2.0
5273,Super built-up  Area,Ready To Move,Mahadevpura,Neisei ,1212.0,2.0,1.0,56.9,2.0
5275,Super built-up  Area,Ready To Move,Mahadevpura,,1505.0,3.0,2.0,78.0,3.0
5276,Super built-up  Area,Ready To Move,Mahadevpura,Neisei ,1500.0,2.0,1.0,70.0,3.0
5277,Super built-up  Area,Ready To Move,Mahadevpura,Neisei ,1236.0,2.0,1.0,58.0,2.0
5278,Super built-up  Area,Ready To Move,Mahadevpura,Neisei ,1236.0,2.0,1.0,58.0,2.0
5279,Super built-up  Area,Ready To Move,Mahadevpura,,1120.0,2.0,2.0,53.0,2.0
5280,Plot  Area,Ready To Move,Mahalakshmi Layout,,1575.0,5.0,1.0,158.0,4.0
5281,Plot  Area,Ready To Move,Mahalakshmi Layout,,1200.0,5.0,1.0,200.0,5.0
5282,Plot  Area,Ready To Move,Mahalakshmi Layout,,1135.0,4.0,1.0,190.0,8.0
5283,Plot  Area,Ready To Move,Mahalakshmi Layout,,1200.0,3.0,1.0,160.0,4.0
5284,Super built-up  Area,Ready To Move,Mahalakshmi Layout,RSntsja,1200.0,2.0,3.0,110.0,3.0
5285,Super built-up  Area,Ready To Move,Mahalakshmi Layout,Asmosz ,1876.0,3.0,1.0,150.0,3.0
5286,Super built-up  Area,Ready To Move,Mallasandra,Puestig,1665.0,3.0,2.0,95.0,3.0
5287,Super built-up  Area,Ready To Move,Mallasandra,Puestig,1665.0,3.0,2.0,86.58,3.0
5288,Super built-up  Area,Ready To Move,Mallasandra,,1340.0,2.0,2.0,61.0,2.0
5289,Super built-up  Area,Ready To Move,Mallasandra,GMilse ,1325.0,2.0,2.0,70.0,2.0
5290,Super built-up  Area,Ready To Move,Mallasandra,Puestig,1665.0,3.0,2.0,86.91,3.0
5291,Super built-up  Area,Ready To Move,Mallasandra,GMilse ,1325.0,2.0,1.0,70.0,2.0
5292,Super built-up  Area,Ready To Move,Mallasandra,Shbhi S,905.0,2.0,1.0,40.0,2.0
5293,Super built-up  Area,Ready To Move,Mallasandra,GMilse ,1325.0,2.0,2.0,65.0,2.0
5294,Built-up  Area,Ready To Move,Mallasandra,GMilse ,1325.0,2.0,2.0,73.0,2.0
5295,Super built-up  Area,Ready To Move,Mallasandra,,1565.0,2.0,2.0,69.0,2.0
5296,Super built-up  Area,Ready To Move,Mallasandra,Shbhi S,905.0,2.0,1.0,35.0,2.0
5298,Built-up  Area,Ready To Move,Mallasandra,,1100.0,2.0,3.0,76.3,3.0
5299,Super built-up  Area,18-Apr,Malleshpalya,,1140.0,2.0,2.0,46.5,2.0
5300,Super built-up  Area,18-May,Malleshpalya,,1225.0,2.0,2.0,46.86,2.0
5302,Super built-up  Area,Ready To Move,Malleshpalya,A idse ,1052.0,2.0,2.0,50.0,2.0
5303,Built-up  Area,Ready To Move,Malleshpalya,MancyRe,1405.0,2.0,2.0,77.0,3.0
5304,Super built-up  Area,Ready To Move,Malleshpalya,A idse ,1065.0,2.0,2.0,50.0,2.0
5305,Super built-up  Area,Ready To Move,Malleshpalya,Shise P,1210.0,2.0,3.0,55.0,2.0
5307,Super built-up  Area,Ready To Move,Malleshpalya,,1060.0,2.0,1.0,40.0,2.0
5308,Super built-up  Area,Ready To Move,Malleshpalya,KencyRe,1430.0,2.0,1.0,69.5,3.0
5309,Built-up  Area,Ready To Move,Malleshpalya,KencyRe,1421.0,2.0,1.0,90.0,2.0
5310,Super built-up  Area,Ready To Move,Malleshpalya,SoncyRe,1245.0,2.0,1.0,55.0,2.0
5311,Super built-up  Area,Ready To Move,Malleshpalya,,1200.0,2.0,2.0,46.0,2.0
5312,Super built-up  Area,Ready To Move,Malleshpalya,SoncyRe,1225.0,2.0,2.0,52.0,2.0
5313,Super built-up  Area,Ready To Move,Malleshwaram,Utntspa,705.0,1.0,2.0,67.0,1.0
5314,Super built-up  Area,19-Jan,Malleshwaram,,12000.0,7.0,3.0,2200.0,7.0
5316,Built-up  Area,Ready To Move,Malleshwaram,Maens G,2006.0,3.0,2.0,297.0,3.0
5317,Super built-up  Area,Ready To Move,Malleshwaram,Kaamai ,686.0,1.0,1.0,62.5,1.0
5318,Super built-up  Area,Ready To Move,Malleshwaram,Sariaat,2475.0,4.0,3.0,332.0,3.0
5319,Super built-up  Area,Ready To Move,Malleshwaram,Vaonyi ,2610.0,3.0,2.0,399.0,3.0
5320,Super built-up  Area,Ready To Move,Malleshwaram,Sariaat,2475.0,4.0,3.0,320.0,3.0
5321,Super built-up  Area,Ready To Move,Malleshwaram,SrntsRV,900.0,2.0,1.0,95.0,2.0
5322,Super built-up  Area,Ready To Move,Malleshwaram,Maens G,1420.0,2.0,1.0,158.0,2.0
5323,Built-up  Area,Ready To Move,Malleshwaram,Maens G,2000.0,3.0,2.0,250.0,3.0
5324,Super built-up  Area,Ready To Move,Malleshwaram,Sariaat,2215.0,3.0,1.0,275.0,3.0
5326,Super built-up  Area,Ready To Move,Malleshwaram,Sariaat,2475.0,4.0,3.0,300.0,3.0
5327,Super built-up  Area,Ready To Move,Malleshwaram,Sariaat,1554.9419,3.0,2.0,293.0,3.0
5329,Super built-up  Area,Ready To Move,Malleshwaram,Sariaat,2215.0,4.0,1.0,310.0,3.0
5330,Super built-up  Area,Ready To Move,Malleshwaram,,480.0,1.0,1.0,60.0,1.0
5331,Super built-up  Area,Ready To Move,Malleshwaram,PantsAp,1290.0,2.0,1.0,120.0,2.0
5332,Super built-up  Area,Ready To Move,Malleshwaram,Sariaat,2475.0,4.0,3.0,326.0,3.0
5333,Super built-up  Area,Ready To Move,Malleshwaram,Sariaat,2476.0,3.0,3.0,337.0,3.0
5334,Built-up  Area,Ready To Move,Malleshwaram,,900.0,2.0,1.0,90.0,2.0
5336,Super built-up  Area,Ready To Move,Malleshwaram,Maens G,2050.0,4.0,2.0,270.0,3.0
5337,Built-up  Area,Ready To Move,Malleshwaram,Beesta ,900.0,2.0,1.0,72.0,2.0
5338,Super built-up  Area,Ready To Move,Malleshwaram,,620.0,1.0,1.0,86.8,1.0
5339,Built-up  Area,Ready To Move,Malleshwaram,,600.0,1.0,0.0,68.0,2.0
5340,Super built-up  Area,Ready To Move,Malleshwaram,Sariaat,2475.0,4.0,3.0,337.0,3.0
5341,Super built-up  Area,Ready To Move,Malleshwaram,Sariaat,2215.0,3.0,2.0,275.0,3.0
5342,Super built-up  Area,Ready To Move,Malleshwaram,Sariaat,2215.0,3.0,2.0,330.0,3.0
5344,Plot  Area,Ready To Move,Malleshwaram,,600.0,1.0,0.0,90.0,2.0
5345,Built-up  Area,Ready To Move,Malleshwaram,Sariaat,2200.0,3.0,2.0,275.0,3.0
5346,Super built-up  Area,Ready To Move,Malleshwaram,Sariaat,2475.0,4.0,3.0,326.0,3.0
5347,Super built-up  Area,Ready To Move,Malleshwaram,,302.0,2.0,1.0,25.0,2.0
5348,Super built-up  Area,Ready To Move,Malleshwaram,Rintspa,1500.0,2.0,2.0,140.0,2.0
5349,Super built-up  Area,Ready To Move,Malleshwaram,Sariaat,2475.0,4.0,3.0,340.0,3.0
5350,Super built-up  Area,Ready To Move,Malleshwaram,,1400.0,2.0,1.0,190.0,2.0
5351,Super built-up  Area,Ready To Move,Malleshwaram,Sariaat,2475.0,4.0,3.0,300.0,3.0
5352,Super built-up  Area,Ready To Move,Malleshwaram,Seardac,2400.0,3.0,2.0,380.0,3.0
5353,Super built-up  Area,Ready To Move,Malleshwaram,Rintspa,1410.0,2.0,3.0,125.0,2.0
5356,Super built-up  Area,Ready To Move,Marathahalli,,1220.0,2.0,1.0,57.0,2.0
5357,Super built-up  Area,Ready To Move,Marathahalli,VRave E,1200.0,2.0,2.0,52.0,2.0
5358,Super built-up  Area,Ready To Move,Marathahalli,Aiitya ,1200.0,2.0,2.0,60.0,2.0
5359,Super built-up  Area,Ready To Move,Marathahalli,Prionad,1933.0,3.0,2.0,140.0,3.0
5360,Super built-up  Area,18-Apr,Marathahalli,,950.0,2.0,1.0,46.96,2.0
5361,Super built-up  Area,Ready To Move,Marathahalli,Aahts H,1230.0,2.0,2.0,80.0,2.0
5362,Super built-up  Area,Ready To Move,Marathahalli,PueraRi,3800.0,4.0,3.0,250.0,4.0
5363,Super built-up  Area,Ready To Move,Marathahalli,,1019.0,2.0,2.0,49.85,2.0
5364,Super built-up  Area,Ready To Move,Marathahalli,PuilaMi,1215.0,2.0,1.0,67.0,2.0
5365,Super built-up  Area,Ready To Move,Marathahalli,Sutte C,2181.0,3.0,2.0,152.0,4.0
5366,Built-up  Area,Ready To Move,Marathahalli,Foodasa,1170.0,2.0,3.0,53.0,2.0
5367,Super built-up  Area,Ready To Move,Marathahalli,,1019.0,2.0,2.0,49.86,2.0
5368,Super built-up  Area,Ready To Move,Marathahalli,,1325.0,2.0,2.0,71.55,2.0
5369,Super built-up  Area,Ready To Move,Marathahalli,,1220.0,2.0,1.0,56.5,2.0
5371,Super built-up  Area,18-Apr,Marathahalli,Spows M,1152.0,2.0,1.0,56.0,2.0
5372,Super built-up  Area,Ready To Move,Marathahalli,SatatHa,1610.0,3.0,1.0,90.0,3.0
5373,Super built-up  Area,19-Dec,Marathahalli,PrensKe,1146.0,2.0,1.0,70.0,2.0
5375,Super built-up  Area,19-Dec,Marathahalli,PrensKe,1469.0,3.0,1.0,89.0,3.0
5380,Super built-up  Area,Ready To Move,Marathahalli,Prionad,2519.0,5.0,2.0,185.0,4.0
5382,Super built-up  Area,Ready To Move,Marathahalli,,957.0,2.0,1.0,46.9,2.0
5383,Super built-up  Area,Ready To Move,Marathahalli,PueraRi,1583.0,3.0,3.0,105.0,3.0
5384,Super built-up  Area,Ready To Move,Marathahalli,Prionad,2524.0,5.0,2.0,190.0,4.0
5388,Super built-up  Area,Ready To Move,Marathahalli,,1071.0,2.0,2.0,52.25,2.0
5389,Super built-up  Area,Ready To Move,Marathahalli,,1215.0,2.0,2.0,58.86,2.0
5390,Super built-up  Area,18-Apr,Marathahalli,,1102.0,2.0,2.0,53.67,2.0
5391,Super built-up  Area,Ready To Move,Marathahalli,PueraRi,1900.0,3.0,3.0,123.0,3.0
5392,Super built-up  Area,Ready To Move,Marathahalli,,1045.0,2.0,3.0,60.0,2.0
5394,Super built-up  Area,Ready To Move,Marathahalli,,1215.0,2.0,2.0,58.86,2.0
5395,Super built-up  Area,Ready To Move,Marathahalli,Vaoodar,1365.0,2.0,2.0,73.0,2.0
5400,Super built-up  Area,Ready To Move,Marathahalli,,1208.0,2.0,2.0,70.0,2.0
5401,Built-up  Area,Ready To Move,Marathahalli,PueraRi,1325.0,1.0,1.0,92.0,2.0
5402,Built-up  Area,Ready To Move,Marathahalli,,1525.0,3.0,2.0,90.0,3.0
5403,Super built-up  Area,Ready To Move,Marathahalli,Prionad,1937.0,3.0,2.0,140.0,3.0
5405,Super built-up  Area,Ready To Move,Marathahalli,Asintas,1350.0,2.0,1.0,86.0,2.0
5406,Super built-up  Area,18-Apr,Marathahalli,,957.0,2.0,1.0,47.0,2.0
5408,Super built-up  Area,Ready To Move,Marathahalli,,1230.0,2.0,1.0,57.0,2.0
5409,Super built-up  Area,Ready To Move,Marathahalli,Srconor,1200.0,2.0,2.0,58.0,2.0
5411,Super built-up  Area,19-Mar,Marathahalli,Unezes ,607.0,1.0,1.0,35.0,1.0
5412,Super built-up  Area,Ready To Move,Marathahalli,PueraRi,1583.0,3.0,3.0,109.0,3.0
5413,Super built-up  Area,Ready To Move,Marathahalli,,1075.0,2.0,2.0,52.43,2.0
5414,Super built-up  Area,Ready To Move,Marathahalli,Prionad,1360.0,2.0,1.0,103.0,2.0
5415,Super built-up  Area,Ready To Move,Marathahalli,,1220.0,2.0,1.0,58.5,2.0
5416,Super built-up  Area,Ready To Move,Marathahalli,,950.0,2.0,1.0,45.68,2.0
5417,Super built-up  Area,19-Dec,Marathahalli,PrensKe,615.0,1.0,1.0,44.0,1.0
5418,Super built-up  Area,Ready To Move,Marathahalli,PuilaMi,1595.0,3.0,2.0,90.0,3.0
5419,Super built-up  Area,Ready To Move,Marathahalli,Asintas,1350.0,2.0,1.0,89.0,2.0
5420,Super built-up  Area,Ready To Move,Marathahalli,Aiitya ,1020.0,2.0,1.0,57.0,2.0
5421,Super built-up  Area,18-Apr,Marathahalli,PuilaMi,1600.0,3.0,2.0,88.0,2.0
5422,Super built-up  Area,Ready To Move,Marathahalli,Asintas,780.0,1.0,1.0,55.0,1.0
5423,Super built-up  Area,Ready To Move,Marathahalli,Asintas,1710.0,3.0,2.0,100.0,3.0
5425,Super built-up  Area,17-Jul,Marathahalli,Prionad,1358.0,2.0,1.0,81.0,2.0
5426,Super built-up  Area,Ready To Move,Marathahalli,Dwterai,1205.0,2.0,1.0,75.0,2.0
5427,Super built-up  Area,Ready To Move,Marathahalli,,1730.0,3.0,3.0,110.0,3.0
5428,Super built-up  Area,Ready To Move,Marathahalli,PueraRi,1583.0,3.0,3.0,115.0,3.0
5429,Built-up  Area,Ready To Move,Marathahalli,Vantsra,1200.0,2.0,1.0,67.0,2.0
5430,Built-up  Area,Ready To Move,Marathahalli,,1095.0,2.0,1.0,60.0,2.0
5431,Super built-up  Area,Ready To Move,Marathahalli,SrncyRe,1060.0,2.0,1.0,48.0,2.0
5432,Built-up  Area,Ready To Move,Marathahalli,Palanla,1050.0,2.0,1.0,65.0,2.0
5433,Super built-up  Area,Ready To Move,Marathahalli,,1102.0,2.0,2.0,53.67,2.0
5434,Super built-up  Area,Ready To Move,Marathahalli,,1026.0,2.0,1.0,49.95,2.0
5437,Super built-up  Area,Ready To Move,Marathahalli,,1220.0,2.0,1.0,59.0,2.0
5438,Super built-up  Area,18-Dec,Marathahalli,Unezes ,881.0,2.0,1.0,48.06,2.0
5440,Super built-up  Area,Ready To Move,Marathahalli,Asintas,1710.0,3.0,2.0,100.0,3.0
5441,Super built-up  Area,19-Mar,Marathahalli,PrensKe,1152.0,2.0,1.0,90.0,2.0
5442,Super built-up  Area,Ready To Move,Marathahalli,Asintas,1680.0,3.0,3.0,105.0,3.0
5443,Super built-up  Area,Ready To Move,Marathahalli,,1910.0,3.0,3.0,119.0,3.0
5444,Super built-up  Area,Ready To Move,Marathahalli,RookaJh,1602.0,2.0,2.0,104.0,2.0
5445,Super built-up  Area,19-Mar,Marathahalli,Unezes ,700.0,1.0,1.0,38.0,1.0
5446,Super built-up  Area,19-Dec,Marathahalli,PrensKe,1469.0,3.0,1.0,89.0,3.0
5448,Super built-up  Area,Ready To Move,Marathahalli,Asintas,1690.0,3.0,2.0,116.0,3.0
5449,Super built-up  Area,Ready To Move,Marathahalli,Inden O,1065.0,2.0,2.0,55.0,2.0
5450,Built-up  Area,Ready To Move,Marathahalli,Duals P,1693.0,3.0,2.0,125.0,3.0
5451,Super built-up  Area,Ready To Move,Marathahalli,Duals P,1693.0,3.0,1.0,125.0,3.0
5452,Super built-up  Area,18-Apr,Marathahalli,,1196.0,2.0,2.0,57.9,2.0
5453,Super built-up  Area,Ready To Move,Marathahalli,PuilaMi,1595.0,3.0,2.0,88.0,3.0
5454,Super built-up  Area,19-Sep,Marathahalli,Vaeva E,2122.0,3.0,2.0,125.0,3.0
5455,Super built-up  Area,Ready To Move,Marathahalli,Asintas,1730.0,3.0,2.0,115.0,3.0
5458,Super built-up  Area,Ready To Move,Marathahalli,,1125.0,2.0,3.0,55.0,2.0
5459,Super built-up  Area,Ready To Move,Marathahalli,,1950.0,3.0,2.0,115.0,3.0
5460,Built-up  Area,Ready To Move,Marathahalli,Suvals ,1250.0,2.0,2.0,68.0,2.0
5461,Super built-up  Area,Ready To Move,Marathahalli,,1125.0,2.0,2.0,56.8,2.0
5462,Super built-up  Area,Ready To Move,Marathahalli,Asintas,1350.0,2.0,1.0,90.0,2.0
5463,Super built-up  Area,Ready To Move,Marathahalli,Srers T,1200.0,2.0,1.0,53.0,2.0
5464,Super built-up  Area,Ready To Move,Marathahalli,Prionad,2500.0,5.0,2.0,175.0,4.0
5465,Super built-up  Area,Ready To Move,Marathahalli,,957.0,2.0,1.0,47.0,2.0
5468,Built-up  Area,Ready To Move,Marathahalli,Cores V,1350.0,2.0,2.0,60.0,2.0
5469,Super built-up  Area,Ready To Move,Marathahalli,Asintas,3400.0,4.0,3.0,235.0,4.0
5470,Super built-up  Area,Ready To Move,Marathahalli,Asintas,1350.0,2.0,1.0,99.0,2.0
5472,Super built-up  Area,Ready To Move,Marathahalli,SatatHa,1285.0,2.0,2.0,55.0,2.0
5473,Super built-up  Area,Ready To Move,Marathahalli,Prionad,2500.0,5.0,2.0,181.0,4.0
5474,Super built-up  Area,Ready To Move,Marathahalli,PueraRi,3800.0,4.0,3.0,235.0,4.0
5475,Super built-up  Area,Ready To Move,Marathahalli,PueraRi,3951.0,4.0,3.0,230.0,4.0
5476,Super built-up  Area,18-Apr,Marathahalli,,1125.0,2.0,1.0,54.8,2.0
5477,Built-up  Area,Ready To Move,Marathahalli,,1700.0,3.0,2.0,126.0,3.0
5479,Super built-up  Area,Ready To Move,Marathahalli,Xeitaa ,1270.0,2.0,3.0,73.0,2.0
5481,Super built-up  Area,Ready To Move,Marathahalli,,950.0,2.0,2.0,46.7,2.0
5482,Super built-up  Area,Ready To Move,Marathahalli,Valdsic,1550.0,3.0,2.0,85.0,3.0
5483,Super built-up  Area,18-Apr,Marathahalli,,1019.0,2.0,2.0,49.86,2.0
5484,Super built-up  Area,Ready To Move,Marathahalli,Saavean,1144.0,2.0,2.0,65.0,2.0
5485,Super built-up  Area,Ready To Move,Marathahalli,Srconor,1240.0,2.0,2.0,55.0,2.0
5486,Built-up  Area,Ready To Move,Marathahalli,RookaJh,1100.0,2.0,2.0,75.0,1.0
5487,Built-up  Area,Ready To Move,Marathahalli,VRave E,1156.0,2.0,2.0,52.0,2.0
5488,Super built-up  Area,18-Apr,Marathahalli,Prionad,2524.0,5.0,2.0,180.0,4.0
5489,Super built-up  Area,Ready To Move,Marathahalli,,1135.0,2.0,2.0,60.0,2.0
5490,Super built-up  Area,Ready To Move,Marathahalli,,1839.0,3.0,2.0,130.0,3.0
5491,Super built-up  Area,19-Jan,Marathahalli,PrensKe,1170.0,2.0,2.0,85.0,2.0
5492,Super built-up  Area,Ready To Move,Marathahalli,,1102.0,2.0,2.0,53.67,2.0
5493,Super built-up  Area,19-Mar,Marathahalli,Unezes ,1108.0,2.0,1.0,60.0,3.0
5494,Super built-up  Area,Ready To Move,Marathahalli,NCenega,1449.0,3.0,2.0,110.0,3.0
5495,Super built-up  Area,Ready To Move,Marathahalli,Prionad,1360.0,2.0,1.0,101.0,2.0
5496,Super built-up  Area,Ready To Move,Marathahalli,,1026.0,2.0,1.0,50.18,2.0
5499,Built-up  Area,Ready To Move,Marathahalli,Aantspa,1270.0,2.0,2.0,80.0,2.0
5500,Super built-up  Area,Ready To Move,Marathahalli,Spsic C,1100.0,2.0,1.0,50.0,2.0
5501,Super built-up  Area,Ready To Move,Marathahalli,,1196.0,2.0,2.0,57.95,2.0
5503,Built-up  Area,Ready To Move,Marathahalli,,1485.0,2.0,2.0,90.0,3.0
5504,Super built-up  Area,19-Dec,Marathahalli,PrensKe,1146.0,2.0,1.0,69.0,2.0
5505,Plot  Area,Ready To Move,Margondanahalli,,1090.0,2.0,0.0,58.0,2.0
5506,Plot  Area,Ready To Move,Margondanahalli,,1200.0,2.0,1.0,58.5,2.0
5507,Plot  Area,Ready To Move,Margondanahalli,,1200.0,2.0,0.0,67.0,2.0
5509,Built-up  Area,Ready To Move,Margondanahalli,,1200.0,1.0,0.0,53.0,2.0
